MonsoonIntensity,PopulationScore,RiverManagement,Deforestation,Urbanization,ClimateChange,DamsQuality,DrainageSystems,AgriculturalPractices,FloodProbability,FloodRisk
7,6,4,5,3,4,5,6,4,0.485,0
5,2,3,7,2,4,5,10,8,0.53,1
5,7,5,3,5,1,7,7,6,0.53,1
9,6,5,4,7,5,6,1,5,0.55,1
9,4,2,4,6,6,5,8,3,0.56,1
5,6,6,6,5,3,8,5,6,0.49,0
9,5,10,4,3,6,9,5,4,0.525,1
6,5,7,5,4,8,6,7,8,0.545,1
4,4,2,7,3,3,4,4,1,0.35,0
7,3,8,4,1,4,1,4,7,0.455,0
7,3,4,6,3,6,6,2,2,0.48,0
3,3,7,2,6,1,5,7,7,0.45,0
1,8,5,9,2,3,5,1,3,0.44,0
3,4,3,4,8,7,2,5,4,0.495,0
7,5,6,5,2,2,2,2,9,0.555,1
7,7,2,3,4,4,6,4,5,0.45,0
4,2,5,4,4,8,6,7,5,0.44,0
6,3,5,5,3,2,4,3,5,0.43,0
4,6,7,3,5,3,4,5,7,0.505,1
5,3,5,1,3,5,7,9,5,0.605,1
4,4,6,5,4,6,3,6,8,0.535,1
6,6,3,8,3,4,4,8,7,0.495,0
2,5,3,1,4,5,2,5,4,0.37,0
5,7,6,5,7,7,3,3,7,0.51,1
5,8,5,3,4,5,3,8,8,0.55,1
8,8,6,5,4,5,4,3,5,0.58,1
4,7,3,1,1,7,3,4,4,0.425,0
6,4,3,7,8,3,5,3,8,0.505,1
5,3,5,2,4,1,8,8,5,0.51,1
1,8,1,2,7,4,7,2,5,0.48,0
5,1,5,2,1,6,1,4,4,0.415,0
2,3,4,3,6,6,3,8,2,0.485,0
5,8,2,5,4,6,4,3,9,0.555,1
6,5,6,6,7,4,5,4,9,0.545,1
3,8,7,6,5,3,4,5,5,0.525,1
7,5,6,10,7,3,7,7,2,0.51,1
5,3,11,3,4,2,6,9,7,0.545,1
5,5,4,8,5,4,8,7,5,0.58,1
6,3,4,4,2,10,3,4,8,0.45,0
0,6,2,4,6,6,3,7,5,0.465,0
11,2,5,2,5,5,6,7,1,0.53,1
6,4,5,1,3,5,8,6,3,0.49,0
1,4,2,2,7,2,2,4,6,0.365,0
4,7,6,3,1,6,2,6,7,0.445,0
4,5,5,4,1,3,1,9,5,0.49,0
5,4,4,4,4,4,0,3,7,0.44,0
4,2,6,4,7,4,7,7,2,0.53,1
5,6,7,4,8,7,5,6,7,0.465,0
3,10,5,8,3,6,5,4,7,0.525,1
6,6,2,4,3,2,6,4,4,0.44,0
5,3,3,5,4,6,3,2,4,0.475,0
5,7,7,3,9,4,5,5,8,0.505,1
1,3,2,3,5,9,6,6,4,0.475,0
3,4,4,8,5,8,5,4,2,0.47,0
3,3,5,2,5,3,6,6,4,0.435,0
4,9,4,3,9,3,4,4,3,0.48,0
3,6,2,6,6,4,4,7,5,0.545,1
4,4,6,6,2,3,5,7,4,0.43,0
5,7,3,2,3,5,2,4,5,0.495,0
6,4,2,7,2,6,6,3,4,0.405,0
6,7,6,4,6,3,2,3,6,0.47,0
5,2,4,1,3,3,2,4,2,0.37,0
7,2,2,3,5,7,5,3,2,0.475,0
4,6,4,4,6,9,8,3,3,0.51,1
2,6,10,4,8,2,4,7,6,0.55,1
2,5,11,7,7,4,2,4,3,0.58,1
4,5,4,11,4,3,4,8,7,0.52,1
4,4,4,3,5,4,6,7,3,0.435,0
1,4,7,6,7,5,2,5,4,0.495,0
3,4,7,6,4,4,1,3,6,0.47,0
6,7,7,2,10,11,6,3,6,0.58,1
0,9,5,4,4,3,1,7,10,0.375,0
6,6,2,4,3,2,6,3,4,0.405,0
4,6,3,6,7,6,5,4,5,0.525,1
5,2,4,3,8,4,4,6,5,0.5,1
0,8,1,5,3,8,5,9,3,0.53,1
8,5,6,6,7,3,6,3,6,0.49,0
6,5,6,5,5,3,7,3,5,0.575,1
5,9,6,6,5,6,8,2,6,0.545,1
7,9,6,3,2,3,4,3,3,0.49,0
3,6,10,5,0,3,5,6,2,0.505,1
3,7,9,6,8,6,8,6,5,0.555,1
3,8,9,10,4,2,3,6,1,0.545,1
8,5,5,6,6,9,4,3,6,0.525,1
2,2,3,7,9,6,8,11,5,0.52,1
4,6,7,4,8,2,3,7,3,0.495,0
3,4,7,10,4,2,4,6,1,0.45,0
6,10,5,11,6,7,4,5,7,0.565,1
2,3,1,8,5,8,8,5,8,0.495,0
3,5,6,7,6,4,7,5,4,0.53,1
5,5,4,6,2,7,8,5,7,0.535,1
4,2,10,5,2,5,5,7,7,0.48,0
6,5,3,3,2,8,5,3,3,0.43,0
4,7,2,4,1,2,8,7,4,0.54,1
1,6,4,10,4,6,3,3,5,0.455,0
3,3,5,5,4,5,6,3,6,0.48,0
3,6,6,4,7,4,4,4,6,0.52,1
6,6,1,3,5,8,3,3,4,0.405,0
3,5,5,4,9,5,9,2,3,0.46,0
1,10,7,1,5,5,5,2,4,0.455,0
4,4,2,7,6,1,4,8,5,0.515,1
7,4,7,2,2,7,5,3,4,0.44,0
5,6,3,3,3,9,3,6,5,0.515,1
1,4,11,6,5,8,4,6,4,0.55,1
2,5,10,5,2,2,3,7,6,0.495,0
3,4,4,7,4,5,6,7,2,0.445,0
11,2,3,6,9,3,4,3,1,0.51,1
6,2,5,5,2,5,5,5,6,0.475,0
3,1,4,6,4,5,6,7,6,0.525,1
9,4,7,4,6,6,4,5,3,0.495,0
7,4,7,8,3,7,5,4,1,0.52,1
7,2,6,5,3,2,1,5,11,0.445,0
4,2,8,7,7,1,4,5,4,0.57,1
4,8,4,7,7,9,6,7,6,0.595,1
6,3,8,3,4,5,3,6,3,0.465,0
4,7,5,3,2,5,5,7,9,0.485,0
4,5,5,8,6,3,2,5,6,0.465,0
6,6,6,6,7,9,5,8,8,0.56,1
2,7,7,3,5,9,5,7,1,0.49,0
3,8,3,5,2,5,4,4,7,0.525,1
3,6,7,5,2,8,6,3,1,0.495,0
8,2,7,4,6,9,4,6,5,0.495,0
8,3,5,5,10,6,4,4,5,0.53,1
7,5,6,5,5,3,3,5,2,0.42,0
2,6,9,8,8,3,8,8,5,0.505,1
3,6,3,5,7,4,8,5,8,0.515,1
8,8,5,10,3,5,2,6,9,0.565,1
7,5,0,3,7,9,4,11,7,0.57,1
1,6,5,1,3,3,3,4,2,0.405,0
5,2,5,3,4,7,4,5,4,0.515,1
6,11,2,5,6,2,9,6,4,0.53,1
9,7,6,5,6,5,7,9,7,0.59,1
7,6,5,4,7,7,3,4,3,0.54,1
7,2,4,8,1,9,5,7,3,0.44,0
6,4,2,4,6,8,9,4,9,0.525,1
5,3,3,3,4,2,6,7,8,0.49,0
3,5,5,6,3,9,7,4,3,0.54,1
4,9,6,4,6,5,9,2,5,0.595,1
4,5,5,6,4,4,4,2,3,0.46,0
3,2,4,3,8,2,3,7,5,0.39,0
6,7,4,5,9,2,7,4,9,0.54,1
5,10,2,7,4,5,8,4,8,0.55,1
8,5,7,2,4,4,7,4,7,0.55,1
7,3,2,4,5,5,5,4,6,0.515,1
6,7,7,2,4,3,3,7,5,0.505,1
5,6,10,7,4,4,3,7,4,0.495,0
6,3,5,4,5,6,4,5,1,0.44,0
4,8,3,0,6,3,5,9,2,0.445,0
5,4,2,4,7,8,6,5,1,0.45,0
9,5,7,3,3,6,2,4,6,0.495,0
4,5,6,5,4,5,8,5,8,0.52,1
3,5,5,4,8,2,4,2,3,0.455,0
4,5,4,9,7,4,5,2,9,0.56,1
10,6,7,5,3,9,5,8,4,0.625,1
4,6,3,3,9,7,3,2,3,0.415,0
4,2,4,3,4,6,7,5,4,0.42,0
7,7,9,5,5,4,1,7,6,0.54,1
6,6,4,1,1,5,9,6,9,0.515,1
3,4,1,3,2,5,6,2,3,0.43,0
5,6,3,4,6,3,9,4,4,0.48,0
9,6,5,6,4,6,3,3,4,0.55,1
9,4,10,3,2,0,6,2,4,0.475,0
7,8,7,6,4,5,6,7,4,0.575,1
3,10,4,7,5,7,7,6,6,0.56,1
3,4,2,5,6,2,3,8,3,0.415,0
2,3,5,6,5,5,1,8,6,0.455,0
6,8,4,6,5,3,8,8,6,0.525,1
8,8,7,3,5,0,10,5,2,0.545,1
6,3,5,4,5,5,3,6,7,0.465,0
2,6,7,4,5,1,3,5,3,0.42,0
2,4,2,5,5,5,9,9,6,0.515,1
5,4,7,9,2,2,4,6,3,0.475,0
5,5,7,4,5,5,2,6,7,0.525,1
5,2,6,3,8,3,6,4,8,0.51,1
5,3,5,4,3,3,6,6,4,0.515,1
5,5,2,4,5,4,6,6,3,0.505,1
7,6,7,5,11,7,4,7,1,0.53,1
1,4,4,2,4,7,6,4,4,0.44,0
3,8,2,6,6,6,9,8,5,0.525,1
8,9,4,5,9,3,5,7,11,0.575,1
7,9,5,3,3,5,5,2,5,0.49,0
4,6,4,5,2,4,4,6,8,0.465,0
7,7,7,11,3,4,3,7,4,0.51,1
4,8,2,3,6,9,6,6,2,0.495,0
3,3,6,4,6,7,2,4,5,0.44,0
6,7,0,6,6,9,3,1,4,0.49,0
11,5,2,5,5,3,5,4,3,0.48,0
3,2,3,3,3,4,6,3,4,0.39,0
9,2,7,3,6,9,4,6,5,0.565,1
4,5,6,4,6,3,3,1,7,0.435,0
3,6,5,6,4,7,10,8,3,0.565,1
3,2,9,5,8,7,5,3,6,0.53,1
4,5,5,4,4,3,3,6,6,0.43,0
4,4,0,7,5,5,4,2,4,0.49,0
3,3,4,7,6,5,5,7,6,0.485,0
6,8,5,2,4,3,6,4,4,0.5,1
3,5,5,5,9,4,3,1,4,0.52,1
4,5,7,3,7,1,1,8,4,0.455,0
5,2,7,10,3,5,6,6,2,0.435,0
4,4,4,11,3,3,2,4,5,0.45,0
5,4,6,4,3,3,5,3,5,0.435,0
4,7,3,7,5,2,5,6,1,0.5,1
4,6,5,2,5,4,3,4,5,0.52,1
2,2,4,5,4,6,1,6,3,0.45,0
5,7,6,5,1,4,7,6,2,0.45,0
7,3,8,7,5,8,7,5,4,0.565,1
3,6,6,7,3,4,5,2,5,0.49,0
3,4,8,7,5,3,8,9,8,0.63,1
5,8,4,4,10,7,7,10,5,0.545,1
5,2,3,1,5,1,4,5,6,0.445,0
4,7,6,3,8,4,3,4,6,0.455,0
2,4,7,4,5,6,5,4,5,0.51,1
6,6,8,6,5,3,4,4,4,0.545,1
4,4,6,6,4,5,1,4,5,0.445,0
7,3,6,0,2,3,7,2,4,0.435,0
5,5,5,2,7,4,5,5,7,0.48,0
6,8,2,7,5,7,4,5,9,0.585,1
2,3,6,8,2,2,6,5,6,0.445,0
4,5,6,6,4,5,5,6,9,0.52,1
3,5,5,6,0,1,7,5,4,0.415,0
6,8,3,8,2,4,3,2,10,0.48,0
4,8,11,2,3,9,5,4,1,0.465,0
8,5,3,4,5,3,4,3,6,0.535,1
10,4,2,5,6,4,4,6,8,0.505,1
2,6,5,4,9,1,4,5,5,0.4,0
8,6,5,4,2,8,9,6,2,0.585,1
1,2,5,2,2,3,0,0,4,0.42,0
7,3,6,2,4,6,4,4,2,0.44,0
7,7,4,6,6,5,2,7,6,0.48,0
3,6,2,8,3,2,8,1,3,0.445,0
5,4,3,6,6,7,3,2,10,0.465,0
6,5,5,5,7,7,7,6,4,0.555,1
6,7,6,3,4,6,6,5,11,0.545,1
4,7,3,3,7,3,6,3,10,0.445,0
8,9,4,6,2,2,2,8,7,0.54,1
8,6,3,2,6,2,6,7,4,0.46,0
3,4,7,6,7,4,5,5,7,0.52,1
9,4,2,4,4,5,6,7,8,0.48,0
6,7,5,3,6,4,6,5,1,0.485,0
7,9,3,6,3,7,2,6,2,0.53,1
5,3,9,8,6,8,5,6,7,0.545,1
5,6,4,6,5,0,6,9,8,0.52,1
5,7,6,5,9,6,4,10,1,0.575,1
5,2,3,2,2,4,7,3,2,0.43,0
11,5,2,5,9,5,4,10,4,0.525,1
6,2,3,4,5,5,5,5,7,0.485,0
6,4,3,5,6,7,7,8,9,0.51,1
4,6,2,6,2,3,5,6,8,0.54,1
6,2,8,5,9,5,6,8,10,0.625,1
2,7,8,4,6,3,4,5,6,0.5,1
5,3,7,3,5,9,6,4,2,0.485,0
5,3,5,4,3,5,3,5,3,0.47,0
7,5,9,3,4,4,8,7,7,0.535,1
4,2,6,2,7,5,8,4,2,0.445,0
2,7,4,4,9,5,6,5,5,0.515,1
10,3,3,3,4,5,8,1,4,0.445,0
10,1,5,7,3,9,4,5,6,0.545,1
3,7,3,9,2,4,7,6,5,0.525,1
5,6,6,2,5,2,5,6,2,0.485,0
7,8,5,4,3,5,2,4,4,0.455,0
8,7,7,7,7,7,4,4,5,0.52,1
7,4,4,4,7,2,4,3,6,0.48,0
4,4,5,4,9,6,5,5,5,0.5,1
3,3,6,1,0,8,8,7,9,0.585,1
7,8,8,6,6,6,11,3,2,0.63,1
9,4,4,8,4,5,5,1,6,0.475,0
8,2,6,3,5,10,5,5,2,0.51,1
6,7,8,5,4,1,4,5,4,0.45,0
5,5,3,5,5,8,5,3,3,0.55,1
6,5,5,5,3,5,4,5,10,0.5,1
3,5,4,5,4,5,6,7,1,0.41,0
6,4,6,4,9,8,3,4,8,0.55,1
4,3,5,4,6,8,8,3,5,0.505,1
3,4,5,6,7,3,2,6,11,0.505,1
2,5,8,6,5,4,6,7,5,0.565,1
6,5,4,6,5,5,9,2,5,0.505,1
10,2,4,2,5,5,3,3,7,0.5,1
6,4,6,3,4,5,6,5,4,0.54,1
7,4,7,5,2,6,5,6,8,0.53,1
7,4,3,8,1,2,4,3,5,0.46,0
3,4,8,4,6,7,6,7,7,0.485,0
7,2,3,6,6,6,6,4,3,0.42,0
7,3,7,4,4,5,3,6,7,0.455,0
6,4,7,5,5,2,4,6,5,0.465,0
8,3,2,2,7,7,4,6,5,0.5,1
5,6,8,5,5,7,3,5,4,0.5,1
5,6,7,4,2,5,7,3,6,0.535,1
5,5,6,2,4,3,3,5,2,0.5,1
4,7,4,5,9,4,6,4,7,0.53,1
5,3,7,5,1,4,3,4,7,0.43,0
4,8,3,9,4,4,7,6,7,0.56,1
3,7,6,2,5,7,7,6,6,0.53,1
8,7,7,4,5,7,8,1,7,0.53,1
7,7,6,7,8,5,7,5,8,0.57,1
6,8,8,8,3,3,7,6,10,0.57,1
4,0,9,9,3,6,4,4,4,0.435,0
4,2,3,9,7,5,7,7,7,0.545,1
3,8,4,1,6,7,6,5,8,0.5,1
7,3,5,6,5,3,4,5,5,0.495,0
5,3,4,6,3,8,5,6,3,0.495,0
5,4,7,5,3,6,8,3,4,0.52,1
5,3,8,4,4,4,1,5,4,0.51,1
6,9,6,5,3,5,1,6,5,0.515,1
5,6,5,2,0,4,2,3,3,0.495,0
2,4,2,9,4,1,11,5,1,0.49,0
7,3,4,6,10,4,3,5,6,0.56,1
6,8,5,5,7,8,6,6,5,0.52,1
4,4,5,4,7,4,4,5,4,0.435,0
5,4,3,5,5,8,5,8,6,0.52,1
0,3,2,3,5,3,3,2,6,0.475,0
4,4,2,5,1,5,5,3,3,0.405,0
1,5,4,8,6,2,3,8,5,0.41,0
4,5,5,3,11,8,3,3,2,0.53,1
2,6,8,3,6,3,2,1,6,0.395,0
6,8,7,9,5,2,3,7,4,0.53,1
3,5,4,5,4,8,11,8,1,0.43,0
6,7,4,6,7,9,4,5,5,0.565,1
4,5,4,2,3,5,4,3,8,0.415,0
5,2,6,7,3,7,3,5,6,0.49,0
8,6,6,9,4,5,4,8,7,0.53,1
3,2,3,8,4,7,8,3,6,0.575,1
2,4,2,7,6,6,7,4,5,0.445,0
4,4,4,6,5,9,5,6,4,0.48,0
3,8,3,4,10,6,7,5,4,0.53,1
5,5,4,2,6,9,5,6,3,0.425,0
6,4,2,5,8,4,4,6,4,0.445,0
6,3,7,8,3,4,4,4,6,0.555,1
7,3,7,3,6,3,5,5,1,0.48,0
7,2,8,3,5,6,5,6,7,0.61,1
4,4,7,6,8,3,7,8,7,0.51,1
5,6,4,4,8,5,5,4,2,0.545,1
6,6,5,5,4,3,4,2,6,0.465,0
3,5,5,4,2,5,3,5,2,0.505,1
4,5,3,4,4,4,7,8,6,0.465,0
3,5,7,4,7,4,5,6,8,0.48,0
5,9,3,2,5,5,1,5,5,0.49,0
4,3,3,5,4,5,5,6,4,0.485,0
1,5,4,9,5,7,5,2,4,0.535,1
4,10,5,1,7,7,10,7,4,0.555,1
4,6,8,4,3,2,4,6,8,0.465,0
6,6,2,3,3,2,2,3,6,0.42,0
3,9,10,5,5,3,6,6,0,0.51,1
4,3,3,2,4,3,7,6,4,0.4,0
1,2,6,5,3,7,2,7,4,0.48,0
8,7,11,4,4,4,9,6,4,0.555,1
8,4,5,5,1,5,5,7,6,0.525,1
5,5,5,3,7,7,9,1,8,0.47,0
1,4,5,6,2,5,4,5,2,0.465,0
2,5,6,5,3,5,5,7,8,0.565,1
5,6,4,2,3,3,8,6,7,0.525,1
7,2,7,7,10,2,7,5,7,0.51,1
1,10,0,5,11,4,4,4,7,0.46,0
3,5,5,4,3,4,6,5,6,0.495,0
5,5,4,1,9,3,8,8,6,0.525,1
5,2,5,6,4,8,3,3,4,0.46,0
5,3,8,5,4,10,2,6,6,0.54,1
6,4,6,5,5,0,3,5,7,0.5,1
6,4,10,9,6,3,5,1,6,0.52,1
5,3,2,8,8,7,2,7,5,0.545,1
8,6,2,6,8,3,5,5,5,0.51,1
3,4,5,5,7,6,9,7,10,0.59,1
4,8,3,6,4,3,5,4,7,0.43,0
5,3,5,4,2,2,3,4,3,0.42,0
6,2,2,5,10,3,6,6,5,0.51,1
6,4,5,6,3,2,6,5,5,0.505,1
6,5,7,5,5,4,7,4,3,0.515,1
2,6,3,5,4,5,6,6,5,0.455,0
3,6,9,3,6,2,9,4,10,0.56,1
8,5,6,4,4,1,0,1,4,0.41,0
11,6,5,10,2,1,5,9,6,0.535,1
7,7,8,6,7,5,1,5,6,0.555,1
3,5,6,4,9,6,0,8,8,0.46,0
3,4,6,6,4,7,3,7,4,0.465,0
5,5,3,5,2,7,8,7,6,0.5,1
2,3,6,3,3,6,3,8,3,0.525,1
4,9,9,4,5,2,5,5,5,0.565,1
7,8,0,8,6,5,5,7,4,0.565,1
8,5,5,6,9,2,6,7,3,0.53,1
3,3,7,5,4,2,3,4,2,0.495,0
2,5,5,8,11,9,9,5,3,0.595,1
6,5,4,4,5,8,4,3,4,0.525,1
2,1,5,4,3,0,6,2,7,0.43,0
3,4,8,6,6,3,6,10,4,0.535,1
3,5,5,6,5,3,7,8,3,0.445,0
4,1,8,2,8,2,3,10,5,0.505,1
9,6,9,2,6,4,9,6,4,0.575,1
4,1,8,8,7,8,10,7,2,0.555,1
6,5,8,4,6,2,4,3,8,0.5,1
2,7,5,8,4,4,3,3,3,0.485,0
4,6,7,7,8,11,8,3,4,0.605,1
7,4,1,9,1,1,8,7,8,0.46,0
9,8,3,1,4,5,6,9,8,0.55,1
8,2,4,3,5,3,3,5,4,0.4,0
3,3,6,4,3,8,7,5,5,0.48,0
8,6,8,4,6,6,5,0,5,0.555,1
3,3,7,8,4,5,4,6,5,0.49,0
6,6,3,3,4,4,3,2,5,0.45,0
6,7,4,7,5,8,7,3,7,0.535,1
6,2,1,8,6,6,3,3,3,0.535,1
3,2,7,5,8,7,2,4,5,0.48,0
2,6,6,2,1,7,4,4,8,0.485,0
9,3,2,6,5,5,4,8,5,0.43,0
2,8,8,5,4,8,5,8,7,0.565,1
5,4,5,7,8,9,7,8,4,0.575,1
6,4,4,6,1,4,5,2,0,0.435,0
1,2,4,7,5,5,6,6,6,0.53,1
6,5,2,9,6,4,6,0,2,0.465,0
7,6,9,3,6,3,7,10,1,0.565,1
6,5,6,5,5,3,3,8,8,0.45,0
6,2,8,7,3,6,3,3,7,0.52,1
0,6,3,5,6,4,4,3,7,0.47,0
4,3,8,5,4,9,1,7,7,0.5,1
3,1,2,6,1,9,5,3,5,0.425,0
5,5,8,5,6,5,5,6,5,0.455,0
4,7,4,6,3,9,3,7,3,0.555,1
4,6,6,8,6,6,4,4,5,0.465,0
1,5,3,9,11,2,4,2,9,0.455,0
3,4,5,1,5,8,8,0,3,0.465,0
4,3,9,4,6,3,3,5,4,0.475,0
3,5,1,4,5,4,3,6,5,0.505,1
2,10,2,3,5,7,4,4,8,0.515,1
7,4,1,7,3,9,3,3,3,0.48,0
6,3,6,2,3,6,6,5,10,0.455,0
6,2,3,4,6,2,1,9,2,0.43,0
6,6,4,4,6,3,7,2,5,0.495,0
5,6,3,1,4,5,6,3,6,0.51,1
6,7,5,7,8,7,7,5,4,0.595,1
6,6,5,5,4,8,3,7,8,0.52,1
7,5,6,5,8,2,2,7,5,0.49,0
8,6,6,4,4,4,2,8,7,0.495,0
2,3,7,2,5,3,5,5,8,0.445,0
7,1,6,5,7,5,3,4,1,0.44,0
1,5,6,6,4,4,4,5,3,0.425,0
2,5,11,4,5,5,4,6,4,0.485,0
4,1,3,7,2,3,4,9,5,0.48,0
2,5,2,3,5,6,6,3,3,0.425,0
5,7,6,9,6,4,5,8,5,0.555,1
3,4,1,7,6,6,2,9,5,0.505,1
6,8,3,5,7,4,5,8,8,0.5,1
11,2,5,6,6,3,3,0,3,0.425,0
6,5,7,2,5,2,7,8,6,0.51,1
4,7,5,4,5,5,6,7,3,0.475,0
7,7,3,3,3,5,4,1,4,0.495,0
2,4,8,6,5,2,5,3,6,0.415,0
6,8,4,4,3,0,8,8,4,0.535,1
11,5,6,7,7,7,7,4,6,0.52,1
3,4,6,5,6,3,1,2,3,0.45,0
2,4,8,6,4,8,6,3,6,0.535,1
7,8,6,6,7,1,7,5,4,0.595,1
5,2,6,4,4,4,2,1,9,0.445,0
9,6,7,4,5,1,3,5,8,0.48,0
4,7,4,4,5,6,1,4,5,0.41,0
6,4,7,9,7,5,5,1,7,0.56,1
6,3,7,6,3,11,3,7,4,0.55,1
2,2,5,6,5,6,3,8,3,0.46,0
2,4,3,5,3,7,6,4,6,0.505,1
6,4,4,5,5,3,5,4,3,0.44,0
4,6,4,4,2,5,3,6,5,0.495,0
3,6,3,8,4,8,9,9,5,0.52,1
2,5,4,3,5,9,7,7,7,0.545,1
4,3,7,11,4,4,6,2,4,0.495,0
4,6,3,4,4,5,5,3,3,0.485,0
4,2,2,7,3,4,8,6,2,0.455,0
5,6,4,6,4,2,4,2,5,0.57,1
3,5,4,4,3,6,0,11,10,0.54,1
3,2,4,4,5,4,6,4,8,0.465,0
5,2,2,6,10,6,4,3,6,0.45,0
4,4,5,4,8,7,9,4,5,0.485,0
8,8,3,5,2,6,4,4,4,0.45,0
6,3,2,8,7,5,6,3,8,0.47,0
8,6,4,4,8,4,4,8,5,0.535,1
6,8,2,1,4,6,7,6,4,0.47,0
3,8,8,5,6,3,7,5,3,0.57,1
8,4,4,2,0,5,2,6,7,0.45,0
7,6,6,2,4,7,4,7,9,0.6,1
2,8,5,10,4,5,4,3,8,0.54,1
6,4,3,6,4,7,3,1,8,0.44,0
11,5,2,5,5,5,4,2,5,0.445,0
6,10,4,8,3,2,3,4,2,0.495,0
6,4,6,8,5,8,8,6,5,0.59,1
7,5,4,2,1,3,5,3,4,0.415,0
8,8,6,7,7,5,7,3,6,0.575,1
2,5,4,4,6,8,2,8,2,0.545,1
5,2,4,4,6,3,3,4,3,0.485,0
5,2,5,5,3,5,5,6,2,0.45,0
4,8,5,3,6,10,4,2,7,0.62,1
1,3,7,5,5,7,5,4,4,0.5,1
5,6,7,8,1,8,3,5,7,0.505,1
0,6,6,2,3,6,7,3,8,0.48,0
10,7,3,4,6,4,6,2,4,0.525,1
3,5,2,3,6,6,6,11,6,0.565,1
5,8,4,5,3,2,5,2,7,0.43,0
1,4,5,10,3,3,5,7,5,0.465,0
6,3,5,2,3,3,7,8,8,0.505,1
4,3,3,1,3,10,5,4,3,0.42,0
5,5,5,3,3,2,4,1,5,0.47,0
7,8,4,6,1,0,7,1,5,0.44,0
4,9,5,6,3,5,6,3,6,0.48,0
8,4,4,10,3,7,6,1,2,0.59,1
2,5,5,6,7,3,6,4,7,0.505,1
7,3,5,4,8,5,5,8,4,0.515,1
10,5,5,6,8,2,2,6,5,0.515,1
7,5,8,7,3,4,3,4,3,0.505,1
0,6,10,10,3,2,6,5,6,0.515,1
6,1,9,2,2,7,6,6,6,0.45,0
7,4,6,2,4,9,10,3,3,0.55,1
6,2,3,8,2,4,2,7,6,0.445,0
7,7,8,9,4,5,2,2,3,0.545,1
8,5,3,6,5,4,4,3,6,0.505,1
9,4,3,4,7,8,6,9,3,0.56,1
4,5,3,9,7,4,5,1,2,0.46,0
3,5,6,6,2,7,4,11,6,0.485,0
7,6,2,5,4,4,5,8,2,0.435,0
5,3,6,8,6,7,3,5,6,0.41,0
5,4,4,9,3,5,3,4,6,0.475,0
7,4,3,2,3,4,5,5,5,0.43,0
5,3,5,4,7,3,2,5,7,0.47,0
7,3,4,5,4,4,4,3,2,0.43,0
6,6,4,5,7,3,9,7,6,0.595,1
3,3,6,6,6,7,3,6,3,0.44,0
7,3,7,6,5,3,3,4,1,0.485,0
4,7,2,10,7,6,2,6,5,0.515,1
3,5,3,7,10,4,3,6,6,0.51,1
5,7,6,6,4,6,6,2,5,0.46,0
10,5,5,2,2,7,6,5,5,0.49,0
8,3,6,7,3,5,5,5,4,0.49,0
8,6,6,4,5,5,7,6,5,0.51,1
7,7,6,3,2,7,3,7,4,0.445,0
8,2,4,3,7,2,7,7,4,0.48,0
2,2,10,4,8,1,6,5,4,0.48,0
5,4,3,7,11,2,3,4,7,0.515,1
10,5,5,3,4,3,5,5,8,0.45,0
7,2,6,6,2,5,6,6,5,0.53,1
8,6,7,6,6,4,2,4,3,0.51,1
5,8,2,3,8,6,7,5,8,0.58,1
6,5,1,3,5,3,8,6,1,0.495,0
5,5,1,6,7,5,4,3,7,0.45,0
5,5,5,9,6,7,4,4,7,0.57,1
2,3,4,5,4,4,4,1,4,0.42,0
5,5,6,3,4,4,9,8,2,0.535,1
5,6,9,4,5,6,7,1,7,0.54,1
5,5,8,2,7,4,2,8,5,0.515,1
3,4,4,6,5,8,3,3,6,0.505,1
10,8,2,6,9,3,3,7,1,0.535,1
6,5,1,5,4,8,3,7,5,0.41,0
5,8,7,6,4,9,8,6,4,0.505,1
5,6,5,6,1,11,3,2,6,0.46,0
3,9,2,5,8,2,6,4,6,0.495,0
8,5,3,3,5,4,6,4,7,0.43,0
5,3,4,4,7,4,7,9,4,0.54,1
6,10,5,4,10,2,4,6,6,0.53,1
1,4,2,3,5,5,3,4,9,0.395,0
3,5,3,5,8,1,8,7,4,0.475,0
8,5,6,11,2,5,4,6,4,0.565,1
6,2,2,6,4,4,7,3,3,0.45,0
7,9,7,3,4,4,6,4,4,0.515,1
4,3,3,2,6,5,3,5,9,0.565,1
5,3,5,7,4,2,8,5,3,0.515,1
6,2,7,5,4,7,2,5,4,0.445,0
4,7,2,3,6,6,3,3,9,0.48,0
3,4,10,5,7,8,6,4,5,0.55,1
6,3,5,8,5,4,7,6,7,0.58,1
8,6,3,10,5,5,4,8,8,0.52,1
5,6,4,3,4,4,3,6,6,0.44,0
2,5,8,3,5,3,10,1,3,0.5,1
2,9,2,1,8,4,8,1,2,0.495,0
8,5,7,9,7,7,2,2,4,0.535,1
1,6,3,4,5,7,5,5,9,0.525,1
2,5,4,4,8,3,7,1,4,0.485,0
4,7,4,2,3,0,7,3,3,0.445,0
4,10,4,3,5,5,6,6,2,0.525,1
8,5,7,6,5,5,7,7,4,0.575,1
4,8,1,2,5,5,5,3,2,0.515,1
7,5,5,4,6,6,7,4,3,0.53,1
7,2,4,1,7,3,6,5,7,0.495,0
1,5,5,9,9,6,9,2,8,0.57,1
11,1,9,8,3,4,5,4,3,0.51,1
1,5,7,2,3,2,8,5,7,0.41,0
2,4,5,4,1,4,8,3,5,0.45,0
